frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
595,22,[738.3942260742188 1573.9359130859375 1539.0660400390625 2153.500244140625],car,[1017.8076782226562 2038.21875 1233.4183349609375 2101.297119140625],0.8315386772155762,AK64DMV,0.501882076036533
596,572,[2306.8798828125 1470.157470703125 2997.487548828125 2017.7357177734375],car,[2555.49462890625 1839.033447265625 2744.453125 1898.041748046875],0.8330328464508057,EFIDDZT,0.24802524775670648
596,22,[733.3350830078125 1583.2550048828125 1537.812255859375 2155.055419921875],car,[1017.7692260742188 2049.135009765625 1231.14599609375 2109.523193359375],0.8041132688522339,AKE4DMV,0.5588740290860202
597,572,[2307.23486328125 1476.4554443359375 2999.055419921875 2024.4178466796875],car,[2561.827880859375 1848.26806640625 2745.384521484375 1906.793701171875],0.8502112627029419,EODZT,0.7551829618452863
597,22,[727.4761352539062 1586.591552734375 1537.38037109375 2153.758544921875],car,[1014.7597045898438 2058.140869140625 1226.04541015625 2119.633544921875],0.8194265961647034,AK64DMV,0.508495705406861
598,572,[2307.153564453125 1479.55810546875 2998.800048828125 2028.8245849609375],car,[2557.484619140625 1850.2255859375 2750.2783203125 1910.81298828125],0.8521824479103088,EF10DZT,0.23328514610056053
598,22,[726.0944213867188 1593.55810546875 1538.149169921875 2152.776123046875],car,[1012.9013671875 2062.487548828125 1226.0972900390625 2123.90283203125],0.845263659954071,AK64DMV,0.536663303824016
599,22,[721.3723754882812 1595.7874755859375 1536.266357421875 2154.080322265625],car,[1010.9518432617188 2071.60400390625 1223.5731201171875 2135.0712890625],0.8288545608520508,AK64DHV,0.42597207936105674
599,572,[2307.495361328125 1486.21826171875 3000.848388671875 2038.3792724609375],car,[2559.6689453125 1861.6102294921875 2753.22314453125 1917.2977294921875],0.8025849461555481,EFIDDZT,0.5653954898859266
600,22,[715.412353515625 1602.8280029296875 1534.8709716796875 2153.26611328125],car,[1006.6058349609375 2076.827880859375 1223.1683349609375 2145.865234375],0.8380301594734192,AKE4DMV,0.2512538222695749
600,572,[2308.267822265625 1492.1468505859375 3002.42138671875 2046.2786865234375],car,[2564.009765625 1870.4439697265625 2753.584716796875 1924.0228271484375],0.769743800163269,EF10DZT,0.27186508149175487
601,22,[712.368408203125 1605.7191162109375 1534.6558837890625 2152.18212890625],car,[1005.3145751953125 2084.124755859375 1220.9443359375 2149.552001953125],0.8339128494262695,AK64DMV,0.33617338414652365
601,572,[2307.415283203125 1494.9775390625 3002.71044921875 2049.733154296875],car,[2568.242431640625 1873.8662109375 2753.766357421875 1926.79541015625],0.8190354704856873,EFIDDZT,0.13432207280905079
602,572,[2307.844970703125 1500.416259765625 3004.9970703125 2058.551513671875],car,[2564.597900390625 1878.5679931640625 2760.407958984375 1935.5771484375],0.8280136585235596,ENDDZI,0.16850894780215425
603,572,[2307.897705078125 1505.3802490234375 3009.148681640625 2066.27392578125],car,[2565.27978515625 1882.9486083984375 2762.917236328125 1942.7896728515625],0.8422333002090454,EFLODZT,0.19136589525191602
604,572,[2309.15185546875 1509.107421875 3009.8525390625 2070.695556640625],car,[2564.496826171875 1889.4019775390625 2763.528076171875 1948.4146728515625],0.839391827583313,EFLOWZT,0.3594980105204759
605,572,[2310.313720703125 1515.6959228515625 3012.681640625 2077.0576171875],car,[2567.547607421875 1897.143798828125 2767.689208984375 1956.5135498046875],0.8505752682685852,EFLZI,0.6145424180765211
606,572,[2310.25 1524.0157470703125 3015.07470703125 2085.650634765625],car,[2566.40869140625 1905.2255859375 2768.700439453125 1963.2154541015625],0.8266302943229675,EFLODZI,0.16805819191505877
607,572,[2310.474609375 1526.4027099609375 3017.564697265625 2090.645751953125],car,[2569.379150390625 1907.2867431640625 2768.555419921875 1969.6004638671875],0.7987278699874878,EFLZI,0.3443902828466519
608,572,[2310.898681640625 1532.7384033203125 3023.411865234375 2098.82275390625],car,[2572.44091796875 1921.0224609375 2766.882080078125 1975.2421875],0.8114009499549866,EFLOWZI,0.22451542988356474
609,572,[2310.889404296875 1539.5396728515625 3028.89892578125 2106.7041015625],car,[2569.407470703125 1927.3143310546875 2774.59423828125 1982.8070068359375],0.8509270548820496,EFLODZT,0.389942417556402
610,572,[2310.351806640625 1542.451904296875 3030.2275390625 2111.544921875],car,[2573.89990234375 1930.386474609375 2775.370849609375 1987.8017578125],0.8344858288764954,EFOMZT,0.13585425828060924
611,572,[2311.0986328125 1549.086669921875 3031.44873046875 2118.855712890625],car,[2571.271240234375 1937.7066650390625 2774.30712890625 1996.790771484375],0.8484042286872864,EFODZI,0.1068029385042508
612,572,[2311.270263671875 1555.850830078125 3034.587890625 2127.294677734375],car,[2572.46484375 1947.28564453125 2777.923583984375 2009.71728515625],0.8465833067893982,EFLOWZT,0.18293559684681732
613,572,[2312.11962890625 1560.728759765625 3035.530517578125 2130.8671875],car,[2572.977783203125 1949.531005859375 2780.226806640625 2010.383544921875],0.8421464562416077,EF10DZT,0.3890672333314621
614,572,[2312.58154296875 1566.7852783203125 3037.59521484375 2137.898681640625],car,[2577.7646484375 1960.0213623046875 2778.756103515625 2021.748046875],0.7821115851402283,EFLODZT,0.6984918610008426
615,572,[2312.049560546875 1573.0296630859375 3041.559814453125 2144.4501953125],car,[2584.485107421875 1971.4549560546875 2781.62158203125 2027.9913330078125],0.8539067506790161,EFIOMZTE,0.06058298163667368
616,572,[2311.958251953125 1576.0806884765625 3042.814453125 2146.40771484375],car,[2577.940673828125 1973.7850341796875 2785.5244140625 2031.8118896484375],0.8505571484565735,EFIDDZT,0.24451858260142542
617,572,[2313.117431640625 1583.6002197265625 3044.4375 2151.261962890625],car,[2582.076416015625 1979.1650390625 2787.485595703125 2038.159423828125],0.8345568776130676,ERODZT,0.1742517828303233
618,572,[2313.041015625 1590.83056640625 3048.06396484375 2153.4072265625],car,[2586.608642578125 1987.6204833984375 2785.44140625 2049.60302734375],0.8346734046936035,EFLODZT,0.21618328402854323
619,572,[2312.9853515625 1595.4224853515625 3049.1376953125 2152.57373046875],car,[2586.35546875 1990.084716796875 2791.920654296875 2054.4609375],0.831819474697113,EF10DZT,0.15888699940631418
620,572,[2314.30029296875 1601.295166015625 3051.31396484375 2153.97900390625],car,[2587.30078125 2000.569091796875 2791.697265625 2062.935791015625],0.8285470604896545,EFLODZT,0.24861041812589577
621,572,[2314.6982421875 1608.0811767578125 3053.7490234375 2154.004150390625],car,[2587.039306640625 2011.2454833984375 2794.89404296875 2071.484130859375],0.8245769143104553,EFIQDZT,0.3871711797496564
622,572,[2314.686279296875 1611.8861083984375 3055.583740234375 2153.182373046875],car,[2597.91796875 2018.930419921875 2794.76123046875 2075.40087890625],0.838921844959259,EFIQ@ZT,0.15012896756793465
623,572,[2315.88525390625 1619.4478759765625 3060.967041015625 2154.46923828125],car,[2592.857177734375 2023.37158203125 2795.755615234375 2084.1796875],0.8239308595657349,EF10DZT,0.27079776921580817
624,572,[2315.727783203125 1625.959228515625 3065.970703125 2156.213134765625],car,[2595.758056640625 2031.104736328125 2792.6240234375 2091.968505859375],0.80708247423172,EFLODZT,0.31999246352648375
625,572,[2314.86181640625 1629.4822998046875 3067.043701171875 2154.4423828125],car,[2597.502685546875 2036.302734375 2793.99365234375 2100.208740234375],0.8204581141471863,EFIDDZT,0.23007491161591498
626,572,[2316.360107421875 1637.6072998046875 3069.31591796875 2157.09375],car,[2595.381591796875 2044.558349609375 2804.035400390625 2112.377197265625],0.8296821117401123,EFID@ZT,0.0756692894845735
627,572,[2318.658935546875 1645.145751953125 3070.5615234375 2157.94091796875],car,[2592.7529296875 2058.6005859375 2801.48974609375 2118.22265625],0.8045011162757874,EF10DZT,0.18436292967088166
628,572,[2319.209228515625 1648.4244384765625 3070.90380859375 2154.716552734375],car,[2600.234130859375 2064.12451171875 2804.0751953125 2125.566650390625],0.841389536857605,EFLODZT,0.22709738407188812
629,572,[2318.835205078125 1654.5189208984375 3072.40478515625 2155.5458984375],car,[2596.641845703125 2071.211669921875 2808.28125 2131.075439453125],0.8306081295013428,EFIDDZ,0.197320246439819
630,572,[2318.513671875 1663.188232421875 3075.523193359375 2154.5859375],car,[2596.779296875 2077.544677734375 2806.281982421875 2139.36279296875],0.8181706666946411,ERIDDZT,0.1302374568464342
630,361,[2249.85693359375 938.0905151367188 2677.1337890625 1304.7064208984375],car,[2394.500244140625 1177.44775390625 2576.843505859375 1229.5914306640625],0.27088725566864014,DDD,0.10190499475578346
631,572,[2318.993896484375 1668.961181640625 3076.4853515625 2153.18359375],car,[2597.001953125 2083.96728515625 2809.690673828125 2145.44677734375],0.8307136297225952,ERLO@ZT,0.21525401601284141
632,572,[2319.429931640625 1675.65673828125 3085.314453125 2154.091552734375],car,[2594.20458984375 2091.851806640625 2815.33447265625 2151.5673828125],0.8393194079399109,ERIDDZT,0.2619700369324068
638,18,[3292.40185546875 1297.876953125 3839.396484375 1843.9801025390625],car,[3545.750244140625 1635.0018310546875 3738.556640625 1690.9244384765625],0.2967802882194519,None,0.0
650,18,[3343.505859375 1357.7296142578125 3839.41015625 1927.82470703125],car,[3603.9619140625 1715.9989013671875 3835.90380859375 1770.1131591796875],0.4640270173549652,None,0.0
662,216,[2228.404541015625 1419.217529296875 2909.594482421875 1956.12939453125],car,[2473.65673828125 1794.135498046875 2660.321044921875 1853.94873046875],0.6546401977539062,AT65JKV,0.33857915788586596
663,216,[2229.428955078125 1426.611328125 2908.889892578125 1962.324462890625],car,[2473.300048828125 1802.908447265625 2663.4462890625 1862.12841796875],0.5004632472991943,AF65JRV,0.21299763137439967
664,216,[2228.478271484375 1430.32177734375 2907.85498046875 1966.059326171875],car,[2469.770751953125 1808.8253173828125 2657.96728515625 1860.6778564453125],0.2701743543148041,AF65JRV,0.20665039718828657
665,216,[2229.8564453125 1436.551513671875 2911.270263671875 1973.676025390625],car,[2481.799560546875 1815.375732421875 2666.57421875 1867.6058349609375],0.5881889462471008,AF65JRV,0.10564936093943413
666,216,[2233.5693359375 1439.7637939453125 2913.92529296875 1979.725830078125],car,[2478.771728515625 1821.091552734375 2664.24755859375 1875.9345703125],0.2867942452430725,AF65JRV,0.15931331764847906
667,216,[2234.19091796875 1444.4700927734375 2914.9150390625 1984.1024169921875],car,[2485.821044921875 1824.59765625 2670.056640625 1879.63916015625],0.6100617051124573,AF65JRV,0.459903507359353
668,216,[2235.26220703125 1450.9666748046875 2918.970947265625 1992.3907470703125],car,[2481.135498046875 1832.79345703125 2671.8193359375 1887.615234375],0.5238726139068604,AF65JKV,0.320498297917749
669,216,[2236.579833984375 1457.0711669921875 2922.8876953125 2000.887451171875],car,[2500.319091796875 1834.5216064453125 2676.579345703125 1890.1607666015625],0.622866690158844,AF65JRV,0.3175894491023675
670,216,[2235.4765625 1460.7958984375 2924.195556640625 2004.573486328125],car,[2501.23095703125 1840.367431640625 2679.97705078125 1894.7611083984375],0.42200207710266113,AFESJKV,0.4224309509137141
671,216,[2237.410888671875 1464.3326416015625 2927.757568359375 2011.6817626953125],car,[2507.0302734375 1846.764404296875 2685.39990234375 1906.740234375],0.7273510694503784,IF65JRV,0.22288265231384274
672,216,[2238.468505859375 1469.7486572265625 2929.6806640625 2018.0302734375],car,[2498.112548828125 1857.649658203125 2699.9716796875 1906.314697265625],0.669907808303833,AF65JKV,0.6257097959561901
673,216,[2239.36376953125 1474.5889892578125 2934.307373046875 2023.4229736328125],car,[2476.3779296875 1865.9437255859375 2691.394287109375 1915.9827880859375],0.26509812474250793,AF65JKV,0.34128170265533897
674,216,[2242.02685546875 1479.2042236328125 2937.27880859375 2030.6253662109375],car,[2501.85791015625 1870.7303466796875 2688.509765625 1927.1158447265625],0.42713049054145813,AF65JKV,0.25651495828764664
675,216,[2244.353515625 1485.4666748046875 2942.479736328125 2037.3529052734375],car,[2505.874755859375 1873.193115234375 2695.3427734375 1929.444580078125],0.8304787874221802,AF65JKV,0.3278137932920725
675,361,[2260.201904296875 1038.568359375 2717.906982421875 1440.3856201171875],car,[2416.41357421875 1300.970703125 2545.65087890625 1349.25341796875],0.38624727725982666,LJ06EFO,0.06906948549671868
676,216,[2245.22314453125 1489.72021484375 2943.686279296875 2042.322998046875],car,[2509.0205078125 1878.44140625 2695.684814453125 1934.6749267578125],0.8093212246894836,AFESKV,0.30770650514807274
676,361,[2259.72900390625 1040.3958740234375 2719.556640625 1442.107666015625],car,[2413.3251953125 1301.634521484375 2546.7314453125 1349.394287109375],0.29875823855400085,DOGEFO,0.036061459798770346
677,216,[2246.013427734375 1493.6463623046875 2948.346435546875 2049.194580078125],car,[2508.128662109375 1882.921875 2697.261962890625 1939.962890625],0.8079628348350525,AF65JKV,0.3310081176690165
678,216,[2247.382080078125 1501.20166015625 2951.040283203125 2057.490966796875],car,[2513.121826171875 1888.482421875 2697.389404296875 1947.67529296875],0.8253026604652405,AC65JKV,0.2187993008626532
679,216,[2247.2294921875 1503.275146484375 2953.712890625 2061.435546875],car,[2509.36083984375 1891.6614990234375 2701.837646484375 1955.9688720703125],0.8401743173599243,AF65JKV,0.37923279750848826
680,216,[2249.48828125 1509.943115234375 2958.77392578125 2070.089111328125],car,[2508.309814453125 1902.5120849609375 2706.89208984375 1957.6927490234375],0.8194078207015991,AF65JKV,0.1718460985003799
681,216,[2250.534912109375 1514.459716796875 2962.64990234375 2077.12353515625],car,[2519.080810546875 1911.56396484375 2705.09033203125 1962.831298828125],0.791786253452301,0G5JKV,0.09915159573535359
682,216,[2250.022216796875 1519.0518798828125 2966.106201171875 2081.140625],car,[2510.109375 1917.0963134765625 2709.434814453125 1968.192626953125],0.605349063873291,AF65JKV,0.29848789542839677
682,361,[2261.90869140625 1052.173095703125 2727.5009765625 1459.60009765625],car,[2419.947021484375 1322.5146484375 2561.007080078125 1372.444580078125],0.250089555978775,OJ06EFO,0.1287776758176267
683,216,[2249.90966796875 1525.8028564453125 2968.7275390625 2088.224609375],car,[2525.769287109375 1921.4908447265625 2721.76025390625 1978.6820068359375],0.8410768508911133,AF65JKV,0.11315475809748898
684,216,[2251.261474609375 1531.813720703125 2970.8046875 2096.521484375],car,[2515.20166015625 1928.5345458984375 2713.939208984375 1984.5662841796875],0.8113012313842773,AR65JEV,0.09950892776737745
684,361,[2262.601318359375 1057.1873779296875 2730.9736328125 1464.775390625],car,[2419.259765625 1324.5162353515625 2554.30517578125 1373.1640625],0.5414659380912781,DJODED,0.2920646091632955
685,216,[2254.6083984375 1534.775390625 2974.8662109375 2103.687744140625],car,[2523.180908203125 1932.2938232421875 2715.151611328125 1987.959716796875],0.8259446620941162,AR65JKV,0.10448719630950215
686,216,[2257.76318359375 1540.865966796875 2979.79052734375 2114.638427734375],car,[2521.256103515625 1939.02685546875 2722.801025390625 2000.2939453125],0.8374554514884949,AF65JKV,0.3470755044104703
687,216,[2258.9482421875 1547.8350830078125 2979.786376953125 2123.0927734375],car,[2519.239013671875 1943.65576171875 2724.762939453125 2006.970703125],0.8564155101776123,465JRV,0.2255874425174507
688,216,[2259.22607421875 1551.235595703125 2981.264892578125 2128.671875],car,[2524.405029296875 1951.059814453125 2724.22509765625 2010.623291015625],0.8330070972442627,AF65JKY,0.23731455752929992
689,216,[2259.917724609375 1557.478759765625 2983.83935546875 2136.038818359375],car,[2527.668212890625 1958.184814453125 2732.924560546875 2019.134033203125],0.803095281124115,AF65JKY,0.1740811329393698
690,216,[2262.19921875 1563.3629150390625 2989.29248046875 2142.89501953125],car,[2531.201171875 1969.488037109375 2732.707275390625 2027.9107666015625],0.8543501496315002,NF65JKV,0.04152089992041434
691,216,[2263.2783203125 1567.9820556640625 2992.3251953125 2147.0380859375],car,[2532.923828125 1970.1749267578125 2734.2490234375 2032.6607666015625],0.8510159254074097,AF65JKV,0.19410458885463014
692,216,[2264.671142578125 1573.775634765625 2995.5966796875 2151.809326171875],car,[2534.110107421875 1980.9891357421875 2736.832763671875 2039.671142578125],0.8283084630966187,AF65JKV,0.11085776074648254
692,361,[2267.55224609375 1082.1455078125 2744.76318359375 1492.7183837890625],car,[2430.85107421875 1348.3756103515625 2570.085205078125 1396.87841796875],0.447263240814209,LOED,0.02920798771083355
693,216,[2265.032470703125 1580.6658935546875 2996.97705078125 2154.2158203125],car,[2537.959716796875 1983.11328125 2739.1845703125 2047.1060791015625],0.8248811960220337,AN65JKV,0.12682729334939466
694,216,[2266.539794921875 1584.548828125 3001.1943359375 2155.772705078125],car,[2540.46533203125 1989.2967529296875 2739.1552734375 2056.10205078125],0.8488792777061462,4FE5JKV,0.052934500793246665
695,216,[2268.214599609375 1589.9462890625 3004.4453125 2156.395263671875],car,[2539.1611328125 1999.6182861328125 2742.3349609375 2058.722412109375],0.843548059463501,AN65JKV,0.15285121368791346
695,361,[2267.96826171875 1086.33203125 2749.837646484375 1500.5458984375],car,[2425.346435546875 1350.359375 2576.17041015625 1405.730712890625],0.3009788393974304,LJ05ERD,0.16795118793838099
696,216,[2270.50390625 1595.2403564453125 3007.810791015625 2155.689453125],car,[2542.140380859375 2007.4879150390625 2744.478271484375 2068.451416015625],0.801891565322876,I7ESBKV,0.004851243450266462
697,216,[2271.463134765625 1598.6180419921875 3009.384033203125 2153.552001953125],car,[2545.91552734375 2014.4173583984375 2743.927978515625 2073.327880859375],0.821713924407959,4765IKV,0.020357807380044772
698,216,[2270.65966796875 1606.6251220703125 3013.778564453125 2154.33056640625],car,[2548.26513671875 2020.2681884765625 2748.95166015625 2080.92919921875],0.8431867957115173,76SJKV,0.018342767071649353
698,361,[2265.12744140625 1093.7545166015625 2755.37646484375 1513.0247802734375],car,[2432.495361328125 1366.3455810546875 2583.41455078125 1418.6156005859375],0.43597280979156494,DJDEEPD,0.1619552289043046
699,216,[2272.2734375 1612.88818359375 3018.3388671875 2153.628173828125],car,[2545.4697265625 2027.7015380859375 2754.58056640625 2089.560302734375],0.8155373930931091,[B5J},0.013152111854684914
699,361,[2268.380126953125 1094.688232421875 2755.676513671875 1517.7203369140625],car,[2428.519287109375 1366.04296875 2600.636962890625 1417.827392578125],0.3813331723213196,DOEEPD,0.22078769447904398
700,216,[2272.403564453125 1618.0718994140625 3021.39111328125 2152.794677734375],car,[2547.3720703125 2028.298095703125 2757.40478515625 2093.583984375],0.8222846984863281,465J,0.1807955005918595
700,361,[2268.411865234375 1095.2779541015625 2757.169921875 1520.411376953125],car,[2429.973876953125 1371.98779296875 2573.9951171875 1418.8199462890625],0.42449426651000977,DJEBD,0.25570744631836595
701,216,[2275.516357421875 1623.765625 3022.9443359375 2152.96044921875],car,[2549.54736328125 2038.471435546875 2760.636474609375 2105.337890625],0.8493479490280151,None,0.0
702,216,[2275.759033203125 1631.7252197265625 3025.590087890625 2152.407958984375],car,[2554.639404296875 2050.974365234375 2761.91162109375 2111.65625],0.8128805160522461,4655JM,0.07920036628710023
702,361,[2269.548583984375 1101.72216796875 2761.429931640625 1526.340576171875],car,[2426.0107421875 1377.0618896484375 2572.11865234375 1428.9814453125],0.317935049533844,DDEEDD,0.09906780990605754
703,216,[2275.81640625 1636.06201171875 3029.948974609375 2152.355712890625],car,[2553.82421875 2053.9775390625 2761.992431640625 2116.869873046875],0.7860721349716187,465JMT,0.10359825365172795
704,216,[2276.4892578125 1641.48681640625 3032.0078125 2153.409423828125],car,[2554.677490234375 2065.430419921875 2760.65283203125 2126.275146484375],0.8294836282730103,465J,0.2732570469379425
705,216,[2276.78466796875 1650.5849609375 3036.1552734375 2155.797119140625],car,[2556.401611328125 2070.603515625 2770.07177734375 2132.074951171875],0.8389705419540405,N65JKV,0.01319721282750858
706,216,[2278.00830078125 1654.4033203125 3037.28271484375 2154.978515625],car,[2555.66748046875 2075.486572265625 2765.388671875 2137.31689453125],0.8053575754165649,7E5J7,0.025488003872929918
707,216,[2280.1123046875 1660.1805419921875 3043.5517578125 2152.76904296875],car,[2562.071044921875 2082.343505859375 2772.992431640625 2146.017333984375],0.8150615692138672,I65JKV,0.1629781848775666
708,216,[2283.559814453125 1668.4744873046875 3046.985595703125 2153.935546875],car,[2549.310791015625 2092.5712890625 2771.775146484375 2151.8681640625],0.7608655095100403,T65JV,0.17500501549627326
708,361,[2274.445556640625 1117.62890625 2771.045654296875 1547.4549560546875],car,[2436.346923828125 1395.2750244140625 2591.402099609375 1448.36279296875],0.32334908843040466,DJEED,0.2026590152093054
713,361,[2269.586181640625 1128.7135009765625 2776.62939453125 1567.2523193359375],car,[2446.643798828125 1415.01708984375 2587.821044921875 1465.6636962890625],0.26558718085289,GJOBEPD,0.054082380860855275
714,361,[2265.53759765625 1130.7603759765625 2780.2060546875 1570.004638671875],car,[2447.3095703125 1417.819091796875 2588.14404296875 1468.203857421875],0.4463253915309906,DWEEP,0.3911094954831356
715,361,[2263.691162109375 1133.469482421875 2781.397216796875 1572.0001220703125],car,[2438.654052734375 1419.631103515625 2590.77294921875 1473.4615478515625],0.34844815731048584,DWEPD,0.5857762297859643
716,361,[2263.5966796875 1137.2628173828125 2782.511962890625 1575.91552734375],car,[2445.671630859375 1420.10791015625 2591.5751953125 1474.1123046875],0.3804319500923157,56EFI,0.0691286836393525
726,361,[2258.96435546875 1164.1947021484375 2803.024169921875 1615.21142578125],car,[2462.79931640625 1461.873046875 2612.11962890625 1514.9769287109375],0.37673431634902954,DOEEFD,0.09922208706598837
728,361,[2267.519287109375 1172.047607421875 2807.492431640625 1623.7275390625],car,[2460.3486328125 1465.3154296875 2624.312255859375 1520.193603515625],0.3738982379436493,DJOBEED,0.14229583659730638
729,361,[2271.53564453125 1174.2139892578125 2807.41259765625 1626.49951171875],car,[2445.58935546875 1468.2283935546875 2625.646728515625 1532.322265625],0.6946835517883301,DJDBEFD,0.3929404625807451
730,361,[2270.451171875 1177.34375 2807.043701171875 1629.884521484375],car,[2465.36376953125 1470.9415283203125 2623.2783203125 1532.8663330078125],0.6447018980979919,DJOBEFD,0.369984358544089
738,361,[2272.127685546875 1202.6126708984375 2823.484619140625 1666.876953125],car,[2473.865478515625 1507.7099609375 2633.630859375 1560.0711669921875],0.26536884903907776,DJ06EPD,0.42031599531783087
739,361,[2272.63720703125 1206.01904296875 2823.283203125 1669.5191650390625],car,[2478.534912109375 1510.8695068359375 2631.91796875 1562.8861083984375],0.5706202983856201,DJ06EPD,0.2863266931010122
740,361,[2272.936279296875 1210.5401611328125 2825.3798828125 1672.7825927734375],car,[2481.522216796875 1515.5823974609375 2633.625732421875 1570.8348388671875],0.40976205468177795,DJDBEPD,0.13943640651378603
741,361,[2273.244140625 1213.739990234375 2830.20166015625 1678.2247314453125],car,[2471.601806640625 1518.3231201171875 2635.177978515625 1577.8909912109375],0.2823144793510437,DJBERD,0.23242704642510606
742,361,[2272.688720703125 1215.892333984375 2830.103759765625 1679.9619140625],car,[2472.679931640625 1521.65673828125 2624.86474609375 1576.4774169921875],0.4390954077243805,DJ06EPI,0.27621375224641087
743,274,[820.9441528320312 1512.11181640625 1544.643310546875 2092.392822265625],car,[1113.8984375 1972.8826904296875 1259.683349609375 2047.7420654296875],0.28906816244125366,HO6KSV,0.24866317339147334
744,361,[2273.328125 1227.248779296875 2836.032958984375 1689.8363037109375],car,[2472.745849609375 1531.0130615234375 2639.01513671875 1586.388916015625],0.5021039247512817,DJOEEPD,0.33054486245207254
746,274,[810.3489379882812 1529.6597900390625 1541.3621826171875 2111.51513671875],car,[1060.3328857421875 1990.3026123046875 1254.892822265625 2048.892578125],0.6429240703582764,KH06KSU,0.29808572988523435
749,274,[801.2850952148438 1547.2825927734375 1538.06982421875 2128.081787109375],car,[1013.9794921875 2008.6995849609375 1251.838623046875 2069.868408203125],0.2777494192123413,RH06KSU,0.23415354788882098
750,361,[2276.989990234375 1243.578125 2846.646240234375 1717.0994873046875],car,[2484.9091796875 1556.3489990234375 2636.44140625 1610.3182373046875],0.7858021855354309,0JDGEL,0.29471035700023207
751,361,[2277.3134765625 1244.600830078125 2848.0810546875 1720.620361328125],car,[2482.8603515625 1556.4788818359375 2637.38134765625 1609.3626708984375],0.6736182570457458,DJD6EPL,0.09527246877701231
752,361,[2278.1337890625 1248.3743896484375 2849.79931640625 1725.138427734375],car,[2478.192138671875 1560.792236328125 2637.482666015625 1615.8289794921875],0.6990625858306885,DJDGEPC,0.31609098223069954
752,288,[1025.80224609375 1158.0206298828125 1591.814208984375 1621.0181884765625],car,[1248.6673583984375 1465.1956787109375 1385.2508544921875 1510.893310546875],0.5445347428321838,LM15ZZC,0.47788071923109676
752,274,[791.2086791992188 1563.201416015625 1536.6611328125 2150.62890625],car,[986.1170654296875 2031.46728515625 1247.955322265625 2086.3505859375],0.29240289330482483,RHO6KSUE,0.06775724885451734
753,361,[2278.407470703125 1251.5770263671875 2852.436279296875 1730.22216796875],car,[2477.374755859375 1566.966064453125 2643.626953125 1625.64697265625],0.7022293210029602,DDGEPD,0.065735354999786
753,274,[788.6117553710938 1570.3663330078125 1533.58251953125 2154.232421875],car,[1040.655517578125 2036.983154296875 1240.1796875 2099.151123046875],0.5248152017593384,RH06KSU,0.19129003204037198
753,288,[1019.5106811523438 1160.7987060546875 1593.1024169921875 1629.103759765625],car,[1242.5577392578125 1467.9180908203125 1386.74853515625 1508.6781005859375],0.40901923179626465,L5770,0.23172501246926577
754,361,[2278.708251953125 1255.869384765625 2852.281005859375 1733.1510009765625],car,[2477.193115234375 1564.858642578125 2642.065673828125 1626.0894775390625],0.7418606877326965,DD6EPL,0.17096151820074273
754,274,[786.7386474609375 1572.7694091796875 1532.9417724609375 2153.947509765625],car,[1051.4794921875 2045.066162109375 1244.7000732421875 2109.399169921875],0.3590838313102722,MH06TSU,0.1297526580161084
755,361,[2278.658203125 1258.82080078125 2852.716796875 1739.634033203125],car,[2478.69873046875 1572.1070556640625 2649.67724609375 1630.36865234375],0.6754609942436218,DJ06EPD,0.29010984609436313
755,274,[784.0462036132812 1577.6551513671875 1532.984375 2156.18359375],car,[1040.8798828125 2054.808349609375 1243.6571044921875 2119.8515625],0.5768339037895203,#RHOGTRSU,0.06620712398016336
756,361,[2279.11572265625 1263.4085693359375 2852.842041015625 1745.3271484375],car,[2482.51318359375 1582.980224609375 2657.886474609375 1636.8751220703125],0.6393001079559326,DO6EED,0.0648422201393658
756,274,[780.1099853515625 1582.8009033203125 1531.5399169921875 2155.64013671875],car,[1033.6502685546875 2060.24853515625 1239.9951171875 2127.8876953125],0.6389557719230652,RH05TOU,0.042968271537857
757,361,[2278.512451171875 1264.631591796875 2852.535888671875 1747.25634765625],car,[2490.02880859375 1585.2891845703125 2648.88818359375 1637.024169921875],0.5498833060264587,GJ06ERO,0.04575290545246589
757,274,[776.8072509765625 1586.1146240234375 1529.9237060546875 2154.139892578125],car,[1045.020263671875 2068.063720703125 1239.8536376953125 2132.27001953125],0.36049798130989075,RH05KSU,0.1933555352122322
758,274,[773.3671875 1592.446044921875 1530.2530517578125 2154.62451171875],car,[994.3612060546875 2075.84423828125 1234.3267822265625 2142.484375],0.5469789505004883,MH06RSU,0.32670980803452004
758,361,[2278.809814453125 1268.8729248046875 2855.055908203125 1753.18603515625],car,[2496.052734375 1588.9837646484375 2654.057861328125 1643.4049072265625],0.39684468507766724,DJO6&D,0.35114152457408926
759,274,[769.0142211914062 1599.22705078125 1527.52978515625 2155.379150390625],car,[984.5540771484375 2085.9755859375 1233.2080078125 2147.58251953125],0.5858798623085022,KN06TSU,0.08380154705795685
760,274,[765.086669921875 1605.0252685546875 1526.4576416015625 2154.1787109375],car,[1014.0905151367188 2089.816650390625 1229.7947998046875 2150.0517578125],0.6725796461105347,MH06KSU,0.04884820977952507
761,361,[2280.26318359375 1278.44287109375 2863.290771484375 1767.602783203125],car,[2498.305908203125 1600.61181640625 2663.842041015625 1657.5909423828125],0.7503833770751953,DJ06EFD,0.10581273814040623
