frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
392,95,[749.406005859375 1535.6773681640625 1476.6954345703125 2128.631103515625],car,[988.6724853515625 1934.706298828125 1200.4866943359375 1997.520263671875],0.7857927680015564,DOVHVF,0.13013910404497375
393,95,[742.2612915039062 1541.6383056640625 1473.58154296875 2137.927734375],car,[997.35205078125 1949.646240234375 1197.73974609375 2004.1505126953125],0.8025432825088501,[ODHVF,0.30171033290722776
394,95,[738.017822265625 1545.602783203125 1471.280517578125 2143.373291015625],car,[988.0257568359375 1955.90234375 1196.8121337890625 2007.6878662109375],0.6945142149925232,AVOBHVF,0.3257093169995389
394,114,[2197.07275390625 1595.4605712890625 2959.696044921875 2151.293212890625],car,[2481.752197265625 1997.8538818359375 2632.871337890625 2049.6572265625],0.41460302472114563,HMIACI,0.042229833036884344
395,95,[734.1484985351562 1553.206787109375 1465.437255859375 2148.661865234375],car,[984.3748168945312 1961.9124755859375 1177.1632080078125 2017.235595703125],0.673062801361084,AV08HVF,0.461120897443776
396,95,[727.9127807617188 1561.3221435546875 1463.2685546875 2150.949462890625],car,[981.1719970703125 1976.1185302734375 1226.865966796875 2026.7208251953125],0.4638247489929199,AVOPHVF,0.12780329040011407
396,114,[2199.54150390625 1611.1885986328125 2969.031005859375 2149.170654296875],car,[2499.749267578125 2025.36767578125 2645.058837890625 2073.67919921875],0.3324888348579407,MICT,0.04843390221381909
397,95,[724.8703002929688 1564.993896484375 1461.51171875 2151.728271484375],car,[973.4009399414062 1975.899658203125 1182.840576171875 2034.4783935546875],0.8128127455711365,AVOBHVF,0.38986549004240295
398,95,[716.8667602539062 1572.6285400390625 1459.369873046875 2155.2705078125],car,[973.9775390625 1986.237060546875 1180.5264892578125 2040.3406982421875],0.7825748920440674,AVOBHVF,0.32960253198891837
398,114,[2201.93310546875 1623.85107421875 2974.326416015625 2148.604248046875],car,[2503.837646484375 2034.2900390625 2647.34716796875 2087.50048828125],0.6178207993507385,HMNTCI,0.08184006216720155
399,95,[709.8043823242188 1577.7591552734375 1455.8228759765625 2155.769775390625],car,[958.1773681640625 1993.288818359375 1192.42578125 2053.87353515625],0.7325024604797363,WDDHVF,0.03463284291093987
400,95,[705.9371948242188 1583.7108154296875 1453.5762939453125 2154.845458984375],car,[957.7069702148438 1996.856689453125 1176.8145751953125 2058.71923828125],0.7837181687355042,VDAMVE,0.03550210566765093
400,21,[2295.473388671875 881.8086547851562 3041.3857421875 1784.6455078125],car,[2571.392578125 1569.7730712890625 2730.199951171875 1632.4962158203125],0.3686937391757965,BO65UEJ,0.2556153994406984
401,95,[699.3114013671875 1588.6702880859375 1449.0123291015625 2154.17724609375],car,[945.4564819335938 2016.54638671875 1164.5032958984375 2068.034912109375],0.7282252311706543,WDNKIE,0.036295120140694755
401,114,[2206.27783203125 1643.3482666015625 2988.762451171875 2149.295654296875],car,[2499.55517578125 2068.765869140625 2657.403076171875 2119.45849609375],0.3510652780532837,None,0.0
402,95,[693.7702026367188 1596.7930908203125 1446.6676025390625 2153.7255859375],car,[943.9876708984375 2021.9422607421875 1184.708740234375 2078.019775390625],0.6141247153282166,WOOHIF,0.038287393707895266
403,95,[688.859130859375 1601.939453125 1444.083740234375 2152.4052734375],car,[943.068115234375 2021.6553955078125 1169.106689453125 2082.4345703125],0.818094789981842,WVODHI/,0.010165799196621203
403,114,[2206.8447265625 1658.1151123046875 2994.369873046875 2149.44384765625],car,[2496.1552734375 2082.7451171875 2675.926025390625 2137.08642578125],0.42279738187789917,MUMCR,0.02868524569885571
404,114,[2208.81884765625 1667.57666015625 2998.826904296875 2150.9541015625],car,[2514.5185546875 2088.638671875 2709.276123046875 2149.828857421875],0.8201960921287537,MNPCD,0.45358776763256675
404,95,[680.2872924804688 1612.7491455078125 1440.3321533203125 2151.114013671875],car,[934.501708984375 2029.78564453125 1159.0045166015625 2094.260009765625],0.7942503094673157,WUDHVF,0.08105083898149634
404,21,[2297.756103515625 893.4830932617188 3052.449951171875 1805.034423828125],car,[2572.850830078125 1593.9532470703125 2734.1689453125 1650.6075439453125],0.45168349146842957,BG6SU5,0.10418089392943633
405,95,[672.1510009765625 1620.8035888671875 1437.6868896484375 2150.761474609375],car,[939.4310302734375 2040.043701171875 1149.9144287109375 2102.00732421875],0.7877830266952515,DVODKVF,0.22626548834546817
405,21,[2299.508544921875 898.3007202148438 3055.915771484375 1809.6148681640625],car,[2571.90185546875 1597.9156494140625 2734.157470703125 1651.5721435546875],0.6322250962257385,AG6SUS),0.06480170566499714
406,21,[2300.53955078125 900.1348266601562 3056.293701171875 1813.0123291015625],car,[2573.109130859375 1597.55859375 2733.921875 1652.94287109375],0.7376121878623962,OG65USC,0.1361979047811812
406,95,[666.9839477539062 1625.2427978515625 1436.3291015625 2150.173828125],car,[939.8089599609375 2043.7354736328125 1149.769775390625 2106.234130859375],0.6989785432815552,LOOHVF,0.2887384331522205
407,95,[660.5491943359375 1631.198974609375 1432.95751953125 2150.847900390625],car,[922.963623046875 2064.398681640625 1138.4122314453125 2121.024169921875],0.814521849155426,LOOHVF,0.36339903875567253
407,21,[2300.586669921875 902.7425537109375 3058.0556640625 1819.5252685546875],car,[2581.837890625 1604.542236328125 2735.09033203125 1670.2965087890625],0.5865997076034546,00G6SUS/,0.06700960229647689
408,95,[656.8873291015625 1637.61572265625 1430.2535400390625 2149.448974609375],car,[916.0823364257812 2071.04443359375 1132.8062744140625 2130.03271484375],0.7840346097946167,LOBHVF,0.5279180493438832
408,21,[2304.663330078125 905.3682861328125 3061.107177734375 1825.519287109375],car,[2572.09716796875 1618.57666015625 2739.36865234375 1677.6607666015625],0.6640269756317139,1G6SU5_,0.057476385033901616
409,95,[653.6175537109375 1644.681396484375 1428.43603515625 2148.878173828125],car,[914.3530883789062 2079.052978515625 1134.6812744140625 2136.97216796875],0.7309115529060364,DOBHVF,0.10908237360245768
409,21,[2307.53515625 906.7274169921875 3062.677734375 1830.7122802734375],car,[2576.92919921875 1626.1929931640625 2744.3056640625 1679.7989501953125],0.5546316504478455,[G6SUSJ,0.14704006917101184
410,21,[2308.17724609375 910.7156982421875 3064.62158203125 1838.359375],car,[2575.5625 1628.5162353515625 2749.891357421875 1687.7904052734375],0.7313487529754639,BGGSVS,0.34173063474712945
410,95,[647.665283203125 1653.9556884765625 1424.73583984375 2150.142578125],car,[882.7771606445312 2077.05126953125 1122.082275390625 2145.45654296875],0.597582221031189,AV00HVF,0.1467836540802681
411,21,[2307.32177734375 913.1235961914062 3066.501953125 1847.5013427734375],car,[2575.90869140625 1634.265380859375 2748.169189453125 1696.09423828125],0.7628767490386963,[G65U5J,0.6018566630691332
412,21,[2309.599365234375 915.132080078125 3068.3017578125 1854.0142822265625],car,[2581.99609375 1633.559326171875 2748.7568359375 1691.990478515625],0.6574123501777649,IG65VSJ,0.25795185765995654
413,21,[2307.22900390625 917.4218139648438 3072.09716796875 1861.889404296875],car,[2584.182861328125 1641.649658203125 2750.86376953125 1698.737548828125],0.5941247940063477,[C6SU5J,0.5607967317248285
414,21,[2308.88525390625 921.1823120117188 3074.544677734375 1869.0517578125],car,[2584.76220703125 1646.023681640625 2748.869384765625 1707.7294921875],0.7526770830154419,OG65USJ,0.20699621920381758
415,21,[2310.54296875 923.6382446289062 3076.241455078125 1871.52880859375],car,[2587.27783203125 1658.2998046875 2749.505859375 1709.9351806640625],0.4409387707710266,[C6SUSJ,0.2867744637069294
416,21,[2314.76904296875 927.735595703125 3079.5361328125 1882.8121337890625],car,[2588.2392578125 1663.9984130859375 2755.088623046875 1717.9991455078125],0.8149962425231934,BC65USJ,0.236238128817208
417,21,[2313.02587890625 933.0621337890625 3081.582763671875 1892.735595703125],car,[2584.2197265625 1667.5634765625 2760.1181640625 1732.3359375],0.8119915723800659,[G6SUSJ,0.18706461566546198
418,21,[2312.062744140625 934.6614990234375 3081.9189453125 1897.72021484375],car,[2588.064697265625 1675.07373046875 2761.4482421875 1729.5098876953125],0.7254546880722046,BG65WSJ,0.1686808010052948
419,21,[2314.0205078125 938.1368408203125 3084.38818359375 1908.154296875],car,[2587.894775390625 1682.8798828125 2760.796875 1743.478271484375],0.7726959586143494,BC65USJ,0.09800265017247477
420,21,[2313.000732421875 942.030029296875 3086.957763671875 1917.4915771484375],car,[2587.95458984375 1687.8511962890625 2760.47802734375 1746.1424560546875],0.774142324924469,BG65USJ,0.25571721886285514
421,21,[2312.25146484375 944.1908569335938 3088.05712890625 1920.54443359375],car,[2589.632080078125 1693.3701171875 2758.40625 1743.762939453125],0.6037945747375488,BBGES05J,0.11974384789077833
422,21,[2310.069580078125 947.4558715820312 3091.75732421875 1927.66650390625],car,[2591.290283203125 1697.142333984375 2760.9814453125 1754.05224609375],0.7164410948753357,BG65USJ,0.19300530348066197
423,21,[2311.640380859375 954.89306640625 3093.5947265625 1935.5697021484375],car,[2585.22021484375 1705.9464111328125 2767.6240234375 1764.9979248046875],0.8229437470436096,BG65USJ,0.3225714532579154
424,21,[2313.159912109375 957.3757934570312 3096.41162109375 1940.8125],car,[2590.466552734375 1711.68603515625 2764.371337890625 1770.22998046875],0.8111308813095093,PG65USJ,0.13620345339625556
425,21,[2314.176513671875 961.6278686523438 3099.21337890625 1949.7017822265625],car,[2584.058349609375 1717.5216064453125 2767.45751953125 1779.0106201171875],0.7986088395118713,BG65USJ,0.5688576734539929
426,21,[2315.196044921875 966.5914306640625 3100.315673828125 1958.2891845703125],car,[2587.7548828125 1730.76123046875 2764.17041015625 1786.0166015625],0.7034540772438049,BG65USJ,0.5253145706605781
427,21,[2316.6416015625 967.9717407226562 3102.681640625 1962.2122802734375],car,[2586.34375 1732.7794189453125 2764.2568359375 1790.4407958984375],0.8177841901779175,BG65USJ,0.47332422414915953
428,21,[2317.528076171875 972.2555541992188 3103.521240234375 1970.7027587890625],car,[2592.361083984375 1738.599609375 2769.173095703125 1791.9071044921875],0.7726481556892395,BG65USJ,0.7620936468871878
429,21,[2314.5810546875 974.9382934570312 3104.680908203125 1977.0150146484375],car,[2597.510009765625 1745.611083984375 2772.34326171875 1799.7454833984375],0.7882506251335144,BG65USJ,0.8471965810375182
430,21,[2315.542724609375 975.9767456054688 3106.598388671875 1978.6431884765625],car,[2594.91796875 1752.809326171875 2774.7802734375 1808.3173828125],0.8133811354637146,BG65USJ,0.41611983037732986
431,21,[2315.49560546875 978.8767700195312 3110.5078125 1985.9117431640625],car,[2594.232421875 1758.4918212890625 2772.623291015625 1816.6241455078125],0.8275937438011169,BG65USJ,0.46747312052676454
432,21,[2317.012939453125 984.2308349609375 3111.6455078125 1995.8763427734375],car,[2595.2626953125 1771.584716796875 2773.887451171875 1827.177001953125],0.7458268404006958,BG6SUS,0.5656688219227117
433,21,[2317.64111328125 987.736328125 3113.502685546875 2000.262451171875],car,[2597.6962890625 1773.943359375 2777.046630859375 1828.35791015625],0.7493746280670166,[G6SUSJ,0.27016737436935134
434,21,[2317.762451171875 990.806396484375 3117.242919921875 2008.8477783203125],car,[2598.3623046875 1780.891845703125 2777.073486328125 1839.109130859375],0.8457738757133484,0G6SUS,0.07154573649284932
435,21,[2317.638916015625 996.2567138671875 3120.695068359375 2016.68701171875],car,[2597.58056640625 1787.2935791015625 2776.135498046875 1841.0738525390625],0.8106319308280945,BC65USJ,0.5974607878378424
436,21,[2317.107421875 998.0809326171875 3123.4013671875 2022.305419921875],car,[2595.81396484375 1790.8699951171875 2778.7890625 1846.9903564453125],0.8153069019317627,BG65USJ,0.3777402087340146
437,21,[2316.185791015625 1004.4688110351562 3126.337646484375 2028.94921875],car,[2597.26025390625 1801.0224609375 2779.570556640625 1857.6064453125],0.8196703791618347,BC65USJ,0.7951341136150234
438,21,[2315.62744140625 1013.5779418945312 3129.563720703125 2036.6605224609375],car,[2596.4482421875 1805.5667724609375 2777.58203125 1868.7044677734375],0.850399374961853,BC65USJ,0.5149833120802814
439,21,[2314.740478515625 1016.9273071289062 3129.31640625 2041.6160888671875],car,[2598.687744140625 1817.130615234375 2781.215576171875 1872.9580078125],0.8011001348495483,BC65USJ,0.6137195223198545
440,21,[2314.133056640625 1023.031982421875 3132.376220703125 2047.416015625],car,[2597.3671875 1822.190185546875 2780.864501953125 1882.2626953125],0.8350197076797485,BG65USJ,0.2649399740651735
441,21,[2312.868408203125 1030.0111083984375 3134.04833984375 2053.87158203125],car,[2600.097412109375 1826.983642578125 2777.971435546875 1889.09521484375],0.8229360580444336,BG65USJ,0.3377404438117309
442,21,[2313.1787109375 1032.1868896484375 3135.276123046875 2057.55224609375],car,[2596.748291015625 1832.5565185546875 2785.4619140625 1893.9180908203125],0.8119290471076965,[G65U5,0.2499530255220481
443,21,[2313.00146484375 1036.977294921875 3138.147216796875 2064.326416015625],car,[2597.77392578125 1839.88037109375 2781.75830078125 1904.940673828125],0.8097148537635803,BG65USJ,0.1069845646997134
444,21,[2312.359375 1042.3699951171875 3139.181396484375 2072.78369140625],car,[2596.76513671875 1850.745849609375 2781.525146484375 1914.5899658203125],0.8324283957481384,@GGSUSJ,0.25336842215227723
445,21,[2312.49462890625 1044.364501953125 3141.738037109375 2077.77197265625],car,[2597.401123046875 1852.2293701171875 2783.762939453125 1919.3759765625],0.8305826187133789,BG65USJ,0.3639585146553538
446,21,[2311.575927734375 1050.142578125 3144.211669921875 2086.91796875],car,[2599.08203125 1866.118408203125 2784.2060546875 1930.3389892578125],0.8290833234786987,IG65USJ,0.19448250255567018
447,21,[2311.55712890625 1055.7896728515625 3147.017333984375 2093.022705078125],car,[2597.813232421875 1875.5245361328125 2784.7763671875 1937.1669921875],0.8327007293701172,OG65USJ,0.5579999499707056
448,21,[2310.96044921875 1059.68896484375 3148.1162109375 2098.15185546875],car,[2598.994873046875 1875.574951171875 2784.64697265625 1940.677734375],0.8277897834777832,8G6SUSJ,0.12751976881877494
449,21,[2310.431640625 1065.759033203125 3148.998779296875 2099.217041015625],car,[2597.67626953125 1885.24072265625 2784.907470703125 1949.865966796875],0.8173205852508545,BG65USJ,0.1971232801558163
450,21,[2310.060546875 1071.5980224609375 3153.402099609375 2090.533447265625],car,[2595.055908203125 1893.77490234375 2787.75244140625 1960.1279296875],0.8561116456985474,BG6SUS,0.244338167052997
451,21,[2310.6923828125 1074.69140625 3156.028564453125 2080.669189453125],car,[2595.61083984375 1900.317626953125 2790.26123046875 1965.9755859375],0.8481079936027527,BG6SUS,0.311071821177217
452,21,[2308.806396484375 1080.0404052734375 3157.763427734375 2104.310791015625],car,[2596.610107421875 1914.7247314453125 2789.455322265625 1975.4783935546875],0.8303973078727722,BG65U5,0.3019364886594586
453,21,[2308.140625 1085.02001953125 3159.5771484375 2109.192626953125],car,[2600.335205078125 1924.2132568359375 2786.2421875 1983.601318359375],0.8513849377632141,DG65USJ,0.28661481333151534
454,21,[2307.709716796875 1090.3251953125 3160.74755859375 2117.373779296875],car,[2599.59814453125 1926.3125 2786.73193359375 1988.20947265625],0.8411771655082703,@GGSUSJ,0.14968036992242137
454,22,[1117.8309326171875 1054.788330078125 1698.2308349609375 1548.7003173828125],car,[1363.4649658203125 1370.527587890625 1475.6077880859375 1423.2789306640625],0.3868248164653778,{64DMY,0.16808970543218402
455,21,[2307.485595703125 1094.8316650390625 3162.38671875 2126.52734375],car,[2596.697509765625 1935.0194091796875 2788.314697265625 1996.9244384765625],0.8236485719680786,BG65UGJ,0.2537258558215214
456,21,[2304.969970703125 1098.5970458984375 3165.577880859375 2122.5146484375],car,[2596.759521484375 1943.5953369140625 2788.941162109375 2005.828125],0.8406854271888733,BG65UGJ,0.4105435068306921
456,22,[1115.435546875 1055.2020263671875 1694.2025146484375 1559.0694580078125],car,[1364.20751953125 1377.0787353515625 1473.8931884765625 1431.3992919921875],0.3678785562515259,64DMV,0.4916985025945297
457,21,[2305.72216796875 1102.969482421875 3166.4072265625 2128.629638671875],car,[2598.65234375 1953.1351318359375 2794.0751953125 2014.1502685546875],0.8268157243728638,PG6SVS,0.29981872654331865
458,21,[2304.538330078125 1108.044677734375 3169.180419921875 2134.760498046875],car,[2594.09130859375 1962.438720703125 2797.0234375 2025.9510498046875],0.837364673614502,BG65USJ,0.4479397894531017
458,22,[1112.6768798828125 1057.63134765625 1693.0751953125 1565.583740234375],car,[1367.1204833984375 1377.1124267578125 1469.783935546875 1436.1297607421875],0.2643946707248688,64DHV,0.37405653347400103
459,21,[2304.66357421875 1114.38134765625 3170.88134765625 2134.117919921875],car,[2596.7822265625 1972.650146484375 2798.336669921875 2031.862060546875],0.8448792099952698,BG65U6,0.05969845605305586
460,21,[2303.1025390625 1115.546875 3172.0615234375 2134.005126953125],car,[2598.156005859375 1975.58642578125 2796.5927734375 2035.846435546875],0.8312250971794128,PG65USJ,0.14567786426470009
461,21,[2302.447509765625 1119.668212890625 3171.855224609375 2135.65625],car,[2597.0361328125 1982.8465576171875 2797.30419921875 2048.13232421875],0.8182655572891235,BG6SUS,0.09518932836244103
461,22,[1106.6915283203125 1069.16015625 1691.2625732421875 1573.4912109375],car,[1361.67822265625 1389.67529296875 1466.9080810546875 1445.7454833984375],0.27773210406303406,54DHV,0.5420513980490047
462,21,[2303.140380859375 1123.5479736328125 3174.194091796875 2136.552001953125],car,[2596.89892578125 1990.3221435546875 2799.74560546875 2060.6279296875],0.8477647304534912,0GGSUS,0.05696985464695387
463,21,[2302.202392578125 1126.546875 3175.635986328125 2136.6494140625],car,[2597.322509765625 2000.211181640625 2802.11279296875 2065.70068359375],0.8320497870445251,PG65USJ,0.19647249817887127
464,21,[2301.570068359375 1134.3514404296875 3177.80615234375 2140.290771484375],car,[2599.59716796875 2014.51953125 2803.69775390625 2075.519287109375],0.8378386497497559,CO6SU5,0.05394942428091465
465,21,[2301.2412109375 1141.62890625 3181.302490234375 2142.978759765625],car,[2602.32373046875 2020.7073974609375 2802.61767578125 2083.633056640625],0.8413383960723877,IG65USJ,0.22716986696952135
465,22,[1096.8206787109375 1084.27001953125 1687.2515869140625 1587.538330078125],car,[1352.28662109375 1396.82470703125 1461.70458984375 1456.563720703125],0.4824574887752533,64@MY,0.5480205297158569
466,21,[2300.579345703125 1145.603271484375 3182.523681640625 2143.114013671875],car,[2598.8564453125 2024.149658203125 2805.302001953125 2088.70166015625],0.8202775120735168,DE5SU5,0.08151892567548087
467,21,[2298.316650390625 1152.4083251953125 3185.938720703125 2143.687744140625],car,[2600.986572265625 2030.2738037109375 2806.8837890625 2103.21044921875],0.8287453651428223,BG6SUS,0.08742746013524329
467,22,[1089.7012939453125 1095.22509765625 1683.1402587890625 1593.29296875],car,[1323.7515869140625 1404.2178955078125 1452.0330810546875 1465.3828125],0.5491706728935242,KE4DMV,0.18899359838317287
468,21,[2295.3701171875 1160.126708984375 3188.996826171875 2143.13671875],car,[2603.830810546875 2046.8155517578125 2809.7900390625 2114.508056640625],0.8179432153701782,0GGSUS,0.06414806829447924
468,22,[1084.6019287109375 1093.7120361328125 1681.819091796875 1598.0316162109375],car,[1323.967529296875 1414.5640869140625 1444.0169677734375 1467.4775390625],0.6028174161911011,K64DYY,0.17620060010683378
469,21,[2293.975341796875 1164.3111572265625 3191.324462890625 2142.02197265625],car,[2601.55908203125 2052.650390625 2809.52880859375 2118.04248046875],0.7944816946983337,EG65USJ,0.15365854534766596
469,22,[1085.277587890625 1092.741943359375 1681.0208740234375 1599.671142578125],car,[1331.02001953125 1412.3526611328125 1448.4708251953125 1467.380859375],0.503756046295166,{64DMY,0.1695160845187213
470,21,[2288.692626953125 1169.7005615234375 3194.0927734375 2140.7939453125],car,[2601.68115234375 2064.992431640625 2808.61962890625 2128.064453125],0.8342186808586121,0{65U5J,0.04089873952822104
470,22,[1081.4141845703125 1093.8023681640625 1679.97998046875 1603.89404296875],car,[1317.6085205078125 1422.141357421875 1438.79443359375 1470.132568359375],0.3173859417438507,IK64DMY,0.27890715913682934
471,21,[2274.2490234375 1175.152587890625 3200.03857421875 2140.92529296875],car,[2600.26171875 2072.4794921875 2808.61962890625 2137.94482421875],0.8145303130149841,PGE5W5/,0.05884434392955844
481,22,[1055.7406005859375 1118.166259765625 1666.5870361328125 1643.8709716796875],car,[1278.748291015625 1453.2894287109375 1430.69677734375 1510.7259521484375],0.3953168988227844,AR64DHV,0.39414505782333153
482,22,[1053.012939453125 1122.16259765625 1665.0911865234375 1648.0487060546875],car,[1295.4722900390625 1456.9112548828125 1426.8675537109375 1510.5655517578125],0.3630201518535614,K64DHV,0.6372771887304366
483,22,[1052.0870361328125 1126.0333251953125 1664.008056640625 1653.707275390625],car,[1295.84033203125 1466.0401611328125 1423.404052734375 1515.9957275390625],0.4866148829460144,K64DHV,0.6876606331859019
484,22,[1051.4368896484375 1128.006591796875 1664.2132568359375 1654.9552001953125],car,[1265.1024169921875 1460.8941650390625 1424.953857421875 1516.8607177734375],0.6970070600509644,AK64DHV,0.4107392084850715
485,22,[1046.5421142578125 1131.864013671875 1663.4619140625 1659.3834228515625],car,[1266.016845703125 1468.5850830078125 1422.546875 1522.696044921875],0.7165750861167908,AK64DMV,0.5889775446062444
485,18,[2838.778564453125 835.1762084960938 3302.06640625 1198.1265869140625],car,[2999.96435546875 1033.8623046875 3131.386474609375 1092.0091552734375],0.2882995307445526,None,0.0
486,22,[1041.3656005859375 1133.817138671875 1663.409912109375 1663.57421875],car,[1269.4053955078125 1468.01953125 1425.8751220703125 1526.701904296875],0.6288436055183411,A764DMV,0.24983842543529106
487,22,[1040.4365234375 1137.1929931640625 1661.83203125 1667.5809326171875],car,[1264.900634765625 1471.0350341796875 1421.0145263671875 1529.853271484375],0.6601608991622925,AK6DMV,0.4657042642776905
488,22,[1039.75244140625 1141.25732421875 1660.8826904296875 1671.7039794921875],car,[1264.2525634765625 1472.1160888671875 1421.55224609375 1536.256103515625],0.6544234752655029,AKEADMY,0.0932577065936264
489,22,[1038.15966796875 1145.5604248046875 1659.972900390625 1676.232177734375],car,[1288.699951171875 1477.73291015625 1421.29443359375 1544.35546875],0.3733871281147003,KE4DMY,0.32394034798313914
490,22,[1037.9267578125 1146.728515625 1659.3858642578125 1678.4459228515625],car,[1294.41064453125 1483.3514404296875 1419.7861328125 1543.6971435546875],0.45921576023101807,LE4DMV,0.3626369046503536
491,22,[1036.7603759765625 1149.3157958984375 1656.6693115234375 1682.095703125],car,[1260.109130859375 1486.265625 1418.41552734375 1542.37353515625],0.5369700789451599,4K64AV,0.14986632781845133
492,139,[824.2207641601562 1546.48583984375 1427.165283203125 2006.373779296875],car,[1017.54345703125 1884.910400390625 1206.8115234375 1945.115478515625],0.5773992538452148,DGTKG},0.011704499614543328
493,22,[1031.7349853515625 1152.95703125 1651.1510009765625 1688.322509765625],car,[1252.0372314453125 1490.375 1418.1204833984375 1548.802490234375],0.578173816204071,AKE4DHV,0.3235387358641916
493,139,[822.4823608398438 1550.2706298828125 1427.1654052734375 2011.505859375],car,[1014.1251220703125 1885.6861572265625 1204.509033203125 1950.1077880859375],0.28352001309394836,NGITG],0.032154673369110306
494,22,[1028.19140625 1153.9344482421875 1650.062744140625 1692.558349609375],car,[1248.389892578125 1494.0531005859375 1415.1337890625 1551.2559814453125],0.46805182099342346,AK64DHV,0.7031083161828794
495,22,[1023.7877807617188 1155.62744140625 1648.547119140625 1698.2305908203125],car,[1228.5987548828125 1495.414306640625 1405.4241943359375 1558.332275390625],0.7052289247512817,4K64@HV,0.15732952632699676
496,22,[1022.0869750976562 1153.8582763671875 1648.9398193359375 1699.7320556640625],car,[1243.49755859375 1497.66552734375 1399.8055419921875 1560.505126953125],0.7458117604255676,AKE4DHV,0.4758144912015514
497,22,[1021.76025390625 1159.070068359375 1646.4591064453125 1704.319580078125],car,[1239.7515869140625 1503.6229248046875 1402.562744140625 1563.5577392578125],0.7613649368286133,AKE4DHV,0.6918281941306285
497,18,[2865.201171875 853.799560546875 3335.12353515625 1234.4962158203125],car,[3025.04931640625 1074.5797119140625 3179.583251953125 1139.60302734375],0.3838416635990143,None,0.0
498,22,[1020.0126342773438 1162.532958984375 1644.8631591796875 1710.3494873046875],car,[1229.35107421875 1505.5555419921875 1392.40576171875 1566.0426025390625],0.730912983417511,AK64DMV,0.5122551797983387
499,22,[1019.5671997070312 1164.271484375 1644.3427734375 1713.2672119140625],car,[1229.46826171875 1511.7598876953125 1391.75390625 1567.7088623046875],0.5213680863380432,AK64DMV,0.8471503869443829
500,22,[1020.8099975585938 1166.86474609375 1643.8958740234375 1718.1668701171875],car,[1238.467529296875 1516.3740234375 1395.69580078125 1573.288330078125],0.772165834903717,AK64DMV,0.5929709691947235
500,18,[2870.29541015625 859.8589477539062 3348.090087890625 1242.230224609375],car,[3037.1708984375 1075.90869140625 3181.380615234375 1142.52685546875],0.5560982823371887,None,0.0
501,22,[1016.1796875 1171.5950927734375 1641.3101806640625 1722.5611572265625],car,[1225.508056640625 1520.7593994140625 1394.778076171875 1581.7393798828125],0.7566321492195129,AKEJDMV,0.5111768395096237
502,22,[1016.9097900390625 1172.2288818359375 1639.5684814453125 1724.174072265625],car,[1227.4083251953125 1525.1396484375 1392.2889404296875 1583.67333984375],0.6235190033912659,AK64DMV,0.5347536319447732
503,22,[1020.2149047851562 1175.6566162109375 1638.8785400390625 1728.6190185546875],car,[1220.9552001953125 1529.736328125 1395.8997802734375 1588.5205078125],0.5821472406387329,AKE4DNV,0.20312651827840214
504,22,[1007.8897705078125 1180.706298828125 1637.3092041015625 1733.957275390625],car,[1220.6104736328125 1534.06201171875 1394.1893310546875 1593.280517578125],0.6826939582824707,AK64DHV,0.5455991292830733
505,22,[1003.3358154296875 1184.6204833984375 1636.768798828125 1736.0501708984375],car,[1220.8634033203125 1539.93505859375 1389.1446533203125 1592.3262939453125],0.3151155114173889,AK64DHIV,0.4614507892950318
506,22,[997.8631591796875 1189.6400146484375 1634.7220458984375 1741.1043701171875],car,[1200.380126953125 1540.470703125 1391.596435546875 1598.09326171875],0.3661980926990509,AKE4DMV,0.6240303184937133
507,22,[993.3455200195312 1194.4805908203125 1633.6466064453125 1746.873779296875],car,[1215.2486572265625 1544.6070556640625 1387.4136962890625 1605.4976806640625],0.7294414639472961,AK64DMV,0.786401527506693
507,139,[789.7974853515625 1628.6529541015625 1419.5672607421875 2105.33154296875],car,[989.2540283203125 1980.4720458984375 1185.620361328125 2046.5372314453125],0.6727006435394287,MS4KG,0.0729301098970393
508,22,[990.9053955078125 1195.6800537109375 1631.7413330078125 1748.9300537109375],car,[1214.25341796875 1547.3778076171875 1382.01611328125 1608.4896240234375],0.7393554449081421,AK64DMV,0.34118306750138705
508,139,[788.09130859375 1631.486328125 1420.2335205078125 2109.744140625],car,[987.56982421875 1984.9427490234375 1190.968994140625 2052.357666015625],0.6339507102966309,MSSKG,0.12076001184112672
509,22,[985.8491821289062 1199.0064697265625 1631.610595703125 1754.55419921875],car,[1212.483154296875 1549.966552734375 1379.1724853515625 1610.999267578125],0.7341644763946533,AK64DMV,0.7271174936640928
509,139,[785.3941040039062 1638.656982421875 1418.482177734375 2116.98779296875],car,[991.0272216796875 1994.7974853515625 1187.7322998046875 2059.937255859375],0.613193929195404,MSSEGJ,0.058512216871151025
510,22,[982.2647705078125 1200.828125 1629.58642578125 1759.708251953125],car,[1210.268798828125 1560.1279296875 1380.9298095703125 1616.709716796875],0.7752057313919067,AKE,0.4231535501065204
510,139,[782.5830688476562 1645.2401123046875 1416.73583984375 2124.80224609375],car,[987.8673706054688 2002.2344970703125 1191.046630859375 2065.643798828125],0.5741279125213623,MSYKG),0.07001592631964752
511,22,[980.8631591796875 1201.8133544921875 1626.691162109375 1761.7957763671875],car,[1207.8460693359375 1566.6463623046875 1382.9271240234375 1621.2337646484375],0.7743965983390808,ARE,0.7849370374829832
